run_id,driver_id,scenario_id,n_frames,first_timestamp_ms,last_timestamp_ms,frame_gap_count,timestamp_nonpositive_count,dt_min_s,dt_max_s,dt_median_s,dt_p95_s,step_max_m,step_p95_m,step_zero_count,step_gt_5m_count,step_gt_10m_count,speed_recon_mae_kmh,speed_recon_p95_abs_kmh,speed_recon_max_abs_kmh,accel_max_abs_mps2,accel_p95_abs_mps2,jerk_max_abs_mps3,jerk_p95_abs_mps3,yaw_rate_max_abs_deg_s,yaw_rate_p95_abs_deg_s,cross_track_max_m,arc_length_m,arc_backtrack_count,duplicate_position_sequence,duplicate_speed_sequence,stationary_frame_count,moving_frame_count,combined_rank_score
human_synthetic:D03:A7,D03,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8426529312381714,0.7028987474226611,0,0,0,0.7903363551507657,2.6862988689537284,5.206343790582501,2.365818328048647,1.6018790012454385,10.269949765159243,3.6753980392790218,12.951587265275153,10.917607050213654,0.0,94.461161858835,0,False,False,0,246,857.0
human_synthetic:D03:B1,D03,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.0219144230927852,1.0021462285615748,0,0,0,2.1886410266874554,4.089346503552049,4.6848486869715416,0.589631921150853,0.5305150570838083,2.613656279195649,1.856133130677858,7.093394493728687,6.147738207288522,0.0,90.71320677656428,0,False,False,0,110,971.0
human_synthetic:D03:B2,D03,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0254062903688985,0.9532533541779942,0,0,0,1.5371136952776563,3.7924114832596225,5.238484202181844,3.5858446577160636,2.235432392007765,12.16844805810394,4.957294423745382,6.824687747306208,5.162944147315497,0.0,129.98580422147205,0,False,False,0,210,580.0
human_synthetic:D03:B3,D03,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.612027227384848,0.5834447235771055,0,0,0,1.0253901054377275,2.3000467362080634,4.26135495462065,3.8613484384019228,1.6789502020103653,18.285561503645795,4.333440495495795,4.580049933249945,3.529322327627182,0.0,73.16695641750042,0,False,False,0,182,796.0
human_synthetic:D03:B4,D03,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.8745290750625571,0.7179910470608698,0,0,0,1.0232048034004206,2.6476329925548026,4.095928990478676,2.3027721146052285,0.6227393518980928,7.261291444595996,1.9309513722739924,20.539495809414024,16.305213011643403,0.0,126.44349981073279,0,False,False,0,293,929.0
human_synthetic:D03:C1,D03,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,0.9579598918672328,0.910468505702419,0,0,0,1.6992893423354105,3.823615917320521,4.762561597292095,3.2934420019006803,1.529781343540283,14.586745572151397,4.272561296089038,27.845133301822344,21.760667396773634,0.0,213.6930548982595,0,False,False,0,313,562.0
human_synthetic:D03:C2,D03,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8305653449921546,0.7040589697211803,0,0,0,0.9648653176237466,2.807040558553096,4.034788397373944,3.3625357495273462,1.8606777664852048,16.95087361824636,5.571873748389888,21.133995841426195,15.369159231940625,0.0,94.91855337783713,0,False,False,0,253,687.0
human_synthetic:D03:C3,D03,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5939309112784035,0.4471885446887664,87,0,0,0.36091628678614157,1.2382199109852463,2.574460149017094,3.2834626030158995,1.7669843059482626,17.115964342059677,5.455615052334098,21.81763284842097,14.59129721637871,0.0,51.36973174253734,0,False,False,153,220,872.0
human_synthetic:D03:C4,D03,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.7820889938117451,0.6612944183126059,19,0,0,0.7634144079428629,2.503771463643348,3.9834133694417453,2.8730040800644696,1.2440909255444035,20.69007002121515,3.6823805117445607,3.5841738158462424,2.6076141061272784,0.0,103.22442741563982,0,False,False,43,275,936.0
human_synthetic:D04:A1,D04,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7883431034908849,0.6057670778398805,34,0,0,0.6273701955033418,1.9878346063230556,2.9574230873118736,1.8264481110330693,1.5472506994267734,9.751411389177992,3.8750215060704414,6.343076061272904,2.6055045442547793,0.0,64.91668033627518,0,False,False,56,189,1205.0
human_synthetic:D04:A2,D04,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,1.0418550211041495,1.0191895243719242,0,0,0,1.8725778358681904,3.372496785426187,5.319763803488364,2.599749087290154,1.7066085450335606,15.0841711810843,3.7982281675276046,14.99082459712629,11.21050732521855,0.0,96.82266710077315,0,False,False,0,137,551.0
human_synthetic:D04:A3,D04,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,0.9570317452913353,0.7078534899024348,0,0,0,1.2345767988730336,2.150438005574441,4.809043434118614,3.841225284088712,2.1360504655690424,20.42102624178062,4.066907670711778,31.437288559652536,23.50848556484263,0.0,197.16780698717574,0,False,False,0,419,278.0
human_synthetic:D04:A4,D04,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8180761740269705,0.6778259570899519,0,0,0,1.1235082221585349,2.6804807684417438,5.571663755898925,2.5090725329296877,1.797998592785803,31.15174876831434,4.176145386891276,22.707269903857796,19.072979049368257,0.0,134.6622867048033,0,False,False,1,303,440.0
human_synthetic:D04:A5,D04,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.807503473498193,0.5835582021677741,186,0,0,0.4617417449126089,1.7695309372375947,4.015092656632948,3.46220919064233,1.3744591198354383,15.669745421418892,3.0095667619832556,14.55958009870389,2.51105665409103,0.0,97.35473304909337,0,False,False,322,238,792.0
human_synthetic:D04:A6,D04,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.7445805264499091,0.6200744931089347,0,0,0,0.9264157284824655,2.1875631149055064,2.8470804939200036,3.7878310040800702,2.820611522203344,21.240743137701315,5.488960651553118,20.967064875870438,18.371455407726863,0.0,47.437433624094204,0,False,False,0,131,635.0
human_synthetic:D04:A7,D04,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.8691379337657934,0.7197394137289733,0,0,0,0.7872578037688918,2.5933619989603565,5.101219628365424,2.433593700844928,1.6537860411797707,10.64128348108102,3.852129729352656,11.788236986698005,9.762024076224385,0.0,94.46128153546424,0,False,False,0,246,835.0
human_synthetic:D04:B1,D04,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.029436341812308,1.0103122733823438,0,0,0,2.1795949102039076,4.069044197000345,4.718982054432146,0.5942691885878353,0.4177068136048888,2.5719331862650088,1.8879821957777494,7.467051337826001,6.337867056586296,0.0,90.71336375177877,0,False,False,0,110,936.0
human_synthetic:D04:B2,D04,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0307541306096017,0.9735101175952633,0,0,0,1.52953220713236,3.7244711584601102,5.472424925859798,3.614510944004836,2.3320004821262708,11.87642096001103,4.812299201393261,7.2487388844487155,5.0278090475135615,0.0,129.98585415922216,0,False,False,0,210,512.0
human_synthetic:D04:B3,D04,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.6287891730384627,0.5789937519854487,0,0,0,1.0238520512970317,2.3405509502588657,4.249475678317859,3.5758663819157093,1.5304732329888886,16.657109455008705,4.271630116952952,4.722508846299434,3.6209589597144,0.0,73.16698926740085,0,False,False,0,182,903.0
human_synthetic:D04:B4,D04,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.8984525849754862,0.7404721917773475,0,0,0,1.0269144274541628,2.601503389289934,4.230105072936659,2.3101943857996394,0.6548089553373412,7.3790168728518415,1.9044422542554384,19.09019292521472,15.44973691799284,0.0,126.44234837794156,0,False,False,0,293,917.0
human_synthetic:D04:C1,D04,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,1.0149632097507302,0.8857926268154853,0,0,0,1.694419516710522,3.7091222825170282,5.0439590178584055,3.241044115035014,1.570173175126392,15.451533044239055,4.343033297206166,28.475413193303492,21.295195252653578,0.0,213.69007958899266,0,False,False,0,313,449.0
human_synthetic:D04:C2,D04,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8274231501859834,0.7023914495735252,0,0,0,0.9668389825745977,2.7894659252524736,4.008223725058389,3.286815293716416,1.8122238927605885,16.907666637012724,5.68493354281399,20.76768823347718,15.288427605285163,0.0,94.91821747781819,0,False,False,0,253,727.0
human_synthetic:D04:C3,D04,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.577718061363554,0.4366024549721346,87,0,0,0.3625596821894236,1.2527711269452384,2.5073895013124528,3.261837240935557,1.8008787541422155,17.129799557082404,5.560364108971374,21.33024831378218,13.475029407915597,0.0,51.35841996517772,0,False,False,153,220,924.0
human_synthetic:D04:C4,D04,C4,318,1766198196373,1766198229666,0,0,0.102,0.11,0.105,0.10719999999999999,0.8007504343800148,0.6654853028172046,19,0,0,0.7611871605595527,2.5201541659747315,4.070266014652024,2.826254495518441,1.2380685862545913,19.718211494999533,3.607851736210678,4.064355204409782,2.363114648475431,0.0,103.22240472901139,0,False,False,43,275,922.0
human_synthetic:D05:A1,D05,A1,245,1766197789852,1766197815289,0,0,0.101,0.119,0.104,0.109,0.7413548093644242,0.5824570033594604,34,0,0,0.6240392069016586,2.0857782256078248,2.901078791215463,1.9945606758082257,1.5477492047767798,9.411014343703622,3.856519341187735,5.957781269877738,2.5624666874944473,0.0,64.91746923217157,0,False,False,56,189,1257.0
human_synthetic:D05:A2,D05,A2,137,1766197815395,1766197830015,0,0,0.101,0.117,0.108,0.113,1.0265157651675119,1.0087907847591615,0,0,0,1.8763366696834052,3.3846370462983435,5.194015739508231,2.4846319741643765,1.616347589961888,14.641290117002383,3.834429318767158,14.915634326148538,11.641181139472625,0.0,96.82306374102427,0,False,False,0,137,623.0
human_synthetic:D05:A3,D05,A3,419,1766197830125,1766197875939,0,0,0.101,0.12,0.109,0.116,1.0055048577759793,0.6659155367241788,0,0,0,1.2352975915092979,2.2131857580042933,5.04918600717394,3.6076218618906313,2.176825783738093,21.251510359291768,4.255592423527072,32.546591017483905,24.62206798989482,0.0,197.1679672240743,0,False,False,0,419,216.0
human_synthetic:D05:A4,D05,A4,304,1766197876047,1766197908289,0,0,0.101,0.119,0.106,0.112,0.8473808263824972,0.7031715036255832,0,0,0,1.1312743674075563,2.846879416516683,5.749828002764332,2.4520748886397588,1.7857599899788887,28.594822912748064,4.06340464429766,22.224181354231213,19.559167740417145,0.0,134.6628137046081,0,False,False,1,303,443.0
human_synthetic:D05:A5,D05,A5,560,1766197908395,1766197970058,0,0,0.101,0.121,0.11,0.117,0.8147407875926969,0.5862023604438706,186,0,0,0.46259504412736074,1.7830142910689157,4.043563253695709,3.535432086179471,1.3374771298640098,16.0179916041623,3.0596340583519823,14.653260290379691,2.688702504530338,0.0,97.31102429073078,0,False,False,322,238,760.0
human_synthetic:D05:A6,D05,A6,131,1766197970168,1766197984179,0,0,0.102,0.116,0.108,0.113,0.7174262395637871,0.6049326780898705,0,0,0,0.9292119100122652,2.1452640202525566,2.8176343117567377,3.6763806925069566,2.758052770651144,20.808801162596083,5.35795626605718,21.750584163851745,19.226816507106896,0.0,47.439271685421545,0,False,False,0,131,668.0
human_synthetic:D05:A7,D05,A7,246,1766197984288,1766198010440,0,0,0.102,0.121,0.105,0.117,0.868808644382148,0.7205235988449475,0,0,0,0.7881450327421908,2.6597689512833966,5.216858737905415,2.407270786140543,1.6559286494837502,10.355451263284284,3.808596656708121,12.23335937380138,9.787329367684942,0.0,94.46115584000677,0,False,False,0,246,832.0
human_synthetic:D05:B1,D05,B1,110,1766198010544,1766198022133,0,0,0.102,0.12,0.106,0.11059999999999999,1.0533536470189409,1.0260038216757443,0,0,0,2.1865345871522397,4.1643697003123,4.821338834402404,0.5288324019721596,0.43917296425882796,2.6170363752904326,1.8530002270092347,7.088669839107754,6.112421013404766,0.0,90.71321641779353,0,False,False,0,110,933.0
human_synthetic:D05:B2,D05,B2,210,1766198022238,1766198044554,0,0,0.102,0.121,0.106,0.113,1.0353763660291881,0.9654412508768597,0,0,0,1.5317613598727218,3.8157984634285866,5.306247416073447,3.5360452350862404,2.3472083752466726,12.269369427379313,4.884433017048888,7.113562219787658,4.958132478806511,0.0,129.9858455343886,0,False,False,0,210,551.0
human_synthetic:D05:B3,D05,B3,182,1766198044667,1766198064230,0,0,0.102,0.118,0.107,0.115,0.6542002245818561,0.5723401550257105,0,0,0,1.020909014769047,2.345160183397155,4.136260233534623,3.7021229392168724,1.601771856852789,17.374818564200467,4.400502626060051,4.7987491492114245,3.6956647836337075,0.0,73.16693122527928,0,False,False,0,182,843.0
human_synthetic:D05:B4,D05,B4,293,1766198064337,1766198094900,0,0,0.102,0.112,0.105,0.107,0.8946564392800037,0.7380895501726233,0,0,0,1.026735054579987,2.6132981790619136,4.224020402110941,2.3031783394104552,0.6600553424729594,7.344512256544676,1.8918076941583697,19.115578070303894,15.50336511407137,0.0,126.44267333805665,0,False,False,0,293,922.0
human_synthetic:D05:C1,D05,C1,313,1766198095004,1766198128058,0,0,0.102,0.113,0.106,0.109,1.028636516380128,0.8837075417895439,0,0,0,1.694405326873756,3.672354858904886,5.1233543556483845,3.2513987281023016,1.6134808184664609,15.462934386383065,4.358846527643816,29.03599685620072,21.772866861075236,0.0,213.69167484663822,0,False,False,0,313,409.0
human_synthetic:D05:C2,D05,C2,253,1766198128174,1766198155134,0,0,0.102,0.122,0.107,0.113,0.8085407594165144,0.7203151293783769,0,0,0,0.9627118857133177,2.8418703591470007,4.148984815860992,3.303875293257803,1.8128584907575334,16.414762475213678,5.653476415240171,21.43012596267232,16.193978109346084,0.0,94.91807408141173,0,False,False,0,253,704.0
human_synthetic:D05:C3,D05,C3,373,1766198155246,1766198196267,0,0,0.102,0.125,0.11,0.118,0.5815491634349025,0.44104145149953927,87,0,0,0.3574382613595714,1.21582620558316,2.524795010341675,3.304718280025371,1.8160979518320424,17.368742353426,5.584706806240292,20.399843080530104,13.846724107497694,0.0,51.38611791548491,0,False,False,153,220,912.0
