run_id,driver_id,scenario_id,frame,timestamp_ms,time_s,ego_speed_kmh,step_m,speed_from_step_kmh,speed_diff_kmh,accel_mps2,jerk_mps3,yaw_deg,yaw_rate_deg_s,cross_track_m
human_synthetic:D02:A3,D02,A3,10,1766197831149,1.024,25.549609506791445,0.7238736450324189,25.54848158937949,-0.00112791741195295,-2.546930983419396,2.70335995422269,36.558153775963554,4.340837018291638,0.0
human_synthetic:D02:A3,D02,A3,11,1766197831253,1.128,24.57885430646008,0.6979922766734066,24.16127111561792,-0.41758319084215856,-2.592829060714119,-0.4413276662954162,36.98940749363594,4.1466703622343895,0.0
human_synthetic:D02:A3,D02,A3,12,1766197831357,1.232,23.536008942644894,0.6701152066428852,23.19629561456141,-0.33971332808348365,-2.7853775742926983,-1.851428015178646,37.36184628402837,3.5811422153118913,0.0
human_synthetic:D02:A3,D02,A3,13,1766197831462,1.337,22.457873236881277,0.6408085505795917,21.970578877014578,-0.48729435986669856,-2.852210861808512,-0.6365075001506071,37.65751867439347,2.8159275272866493,0.0
human_synthetic:D02:A3,D02,A3,14,1766197831565,1.44,21.381147124392168,0.6103709570597116,21.333353838980212,-0.04779328541195582,-2.9037921048789297,-0.500788767673958,37.91688886189851,2.5181571602429824,0.0
human_synthetic:D02:A3,D02,A3,15,1766197831669,1.544,20.12290768607707,0.6916955800287584,23.94330853945702,3.820400853379951,-3.360682260456989,-4.393174572865956,38.1912692650981,2.6382731076883315,0.0
human_synthetic:D02:A3,D02,A3,16,1766197831774,1.649,19.451347739425184,0.5493578076186028,18.83512483263781,-0.6162229067873746,-1.7766136154811818,15.08636804738864,38.39697812406083,1.9591319901213042,0.0
human_synthetic:D02:A3,D02,A3,17,1766197831878,1.753,19.146074466666395,0.5347534336844815,18.5106957813859,-0.6353786852804966,-0.8153666473258265,9.242759309186109,38.596212038290055,1.9157107137426868,0.0
human_synthetic:D02:A3,D02,A3,18,1766197831985,1.86,19.023796049669134,0.5278558139317077,17.759634861253716,-1.264161188415418,-0.31744137330545596,4.6535072338352395,38.78577628228607,1.7716284485609066,0.0
human_synthetic:D02:A3,D02,A3,19,1766197832091,1.966,18.90170874781051,0.631282801086165,21.439793244435794,2.5380844966252845,-0.31993527740729916,-0.023527397187199924,38.996790779033994,1.9907027995085593,0.0
human_synthetic:D02:A3,D02,A3,20,1766197832197,2.072,18.670424866630245,0.5225256684389054,17.74615477717037,-0.9242700894598741,-0.6060898353780481,-2.6995713016108387,39.14978118954064,1.4433057594966643,0.0
human_synthetic:D02:A3,D02,A3,21,1766197832302,2.177,17.856427293404657,0.5092124020414882,17.45871092713674,-0.3977163662679182,-2.1534327334010297,-14.736599028790303,39.287458178090425,1.311209414759993,0.0
human_synthetic:D02:A3,D02,A3,22,1766197832408,2.283,16.497285475011367,0.5739960552277494,19.49420564924432,2.9969201742329545,-3.56169239620883,-13.28546851705472,39.42864396174072,1.3319413551913784,0.0
human_synthetic:D02:A3,D02,A3,23,1766197832513,2.388,15.321947073475704,0.44149349274154454,15.136919751138672,-0.18502732233703156,-3.1093608506234443,4.3079194817655795,39.520131571292445,0.8713105671593743,0.0
human_synthetic:D02:A3,D02,A3,24,1766197832618,2.493,14.075453725221934,0.40955218034782237,14.041789040496768,-0.03366468472516537,-3.297601450406801,-1.7927676169843498,39.60654511271036,0.8229861087421515,0.0
human_synthetic:D02:A3,D02,A3,25,1766197832724,2.599,12.830628909926354,0.3750685795287951,12.73817817267606,-0.09245073725029407,-3.2621195369381026,0.3347350327235692,39.67430870657862,0.6392791874365882,0.0
human_synthetic:D02:A3,D02,A3,26,1766197832830,2.705,11.623782140677362,0.4066891960568264,13.812085903816746,2.188303763139384,-3.1625963554742986,0.9388979383377737,39.77107732915232,0.9129115337142023,0.0
human_synthetic:D02:A3,D02,A3,27,1766197832935,2.81,11.253460230848049,0.3143567042124453,10.777944144426698,-0.4755160864213508,-0.97968759214104,20.78960726984056,39.842369000164425,0.6789682953532455,0.0
human_synthetic:D02:A3,D02,A3,28,1766197833042,2.917,11.137623599269904,0.3091285781720434,10.400587676816416,-0.7370359224534884,-0.3007181505143937,6.345508800249031,39.9013344316703,0.5510787991202625,0.0
human_synthetic:D02:A3,D02,A3,29,1766197833150,3.025,11.130774648961575,0.3697052839225992,12.32350946408664,1.1927348151250659,-0.017615612932946827,2.6213197924208043,39.993776294685475,0.8559431760664998,0.0
human_synthetic:D02:A3,D02,A3,30,1766197833255,3.13,11.26895229341946,0.3115724014614022,10.682482335819506,-0.5864699575999541,0.3655493239626598,3.649189875196254,40.07261158185386,0.7508122587464208,0.0
human_synthetic:D02:A3,D02,A3,31,1766197833363,3.238,11.443262304778665,0.31579951512876203,10.526650504292068,-0.9166118004865975,0.4483282185164764,0.7664712458686722,40.13839353374818,0.6090921471695239,0.0
human_synthetic:D02:A3,D02,A3,32,1766197833469,3.344,11.689840606368607,0.3862117059723832,13.116623976420561,1.4267833700519539,0.6461695534327613,1.8664276878894799,40.210616546692606,0.6813491787209426,0.0
human_synthetic:D02:A3,D02,A3,33,1766197833574,3.449,11.863889024370094,0.3280382217221351,11.24702474475892,-0.6168642796111747,0.460445550268483,-1.7688000301359836,40.26001125528336,0.4704257961022796,0.0
human_synthetic:D02:A3,D02,A3,34,1766197833680,3.555,12.073992922304477,0.33349304384223144,11.326178847472013,-0.7478140748324638,0.5505867346288867,0.8503885317019222,40.292818241663234,0.3094998715083176,0.0
human_synthetic:D02:A3,D02,A3,35,1766197833787,3.662,12.320101370117316,0.40818567587635163,13.73334984256884,1.4132484724515244,0.6389108198671828,0.8254587405448229,40.33872007808742,0.42898912545961265,0.0
human_synthetic:D02:A3,D02,A3,36,1766197833893,3.768,12.529947121549222,0.34740872735308087,11.798786966708407,-0.7311601548408149,0.5499102500836125,-0.8396280168261349,40.358978840073036,0.19112039609071743,0.0
human_synthetic:D02:A3,D02,A3,37,1766197833999,3.874,12.739691423491005,0.355404480105172,12.070340833760559,-0.6693505897304455,0.5496443971220722,-0.002508046806983464,40.367851124349535,0.08370079506124846,0.0
human_synthetic:D02:A3,D02,A3,38,1766197834107,3.982,12.985416595818606,0.43058601244759953,14.352867081586652,1.367450485768046,0.6320091880853942,0.7626369533640921,40.37,0.019896996763409166,0.0
human_synthetic:D02:A3,D02,A3,39,1766197834213,4.088,13.158922684146578,0.3641964932050403,12.36893750507684,-0.7899851790697383,0.45468052496847833,-1.6729119161973196,40.35165381660012,-0.17307720188557169,0.0
human_synthetic:D02:A3,D02,A3,40,1766197834320,4.195,13.368433457789436,0.36986661462372317,12.444110398555173,-0.9243230592342631,0.5439012815235167,0.8338388463087697,40.35754250702652,0.055034489966248795,0.0
human_synthetic:D02:A3,D02,A3,41,1766197834427,4.302,13.577890374435732,0.4501786396939092,15.146197223346478,1.568306848910746,0.5437614658522725,-0.0013066885163010697,40.34216036095712,-0.14375837448023193,0.0
human_synthetic:D02:A3,D02,A3,42,1766197834532,4.407,13.751307382619736,0.3808236138639298,13.05680961819188,-0.6944977644278563,0.45877515392593776,-0.8093934469174735,40.33119394162016,-0.10444208892349274,0.0
human_synthetic:D02:A3,D02,A3,43,1766197834640,4.515,13.960710023915238,0.3856404537734619,12.85468179244873,-1.1060282314665084,0.5385870403690907,0.7389989485477121,40.30114961621321,-0.27818819821247953,0.0
human_synthetic:D02:A3,D02,A3,44,1766197834746,4.621,14.170094894244967,0.4704655325386369,15.978074689991441,1.8079797957464745,0.5487024903818876,0.09542877370563115,40.26444944178303,-0.34622806066194384,0.0
human_synthetic:D02:A3,D02,A3,45,1766197834853,4.728,14.343525547337855,0.3978224508430524,13.384680589112044,-0.9588449582258107,0.4502353403242141,-0.9202537388567615,40.24333206468412,-0.19735866447573355,0.0
human_synthetic:D02:A3,D02,A3,46,1766197834960,4.835,14.516993972171875,0.4057983550575638,13.653028768291867,-0.8639652038800083,0.45033339780379156,0.0009164250427801269,40.20566957808742,-0.35198585604394095,0.0
human_synthetic:D02:A3,D02,A3,47,1766197835067,4.942,14.726429012647422,0.491372150937502,16.53214713434586,1.8057181216984368,0.5437046741317457,0.8726287507285436,40.149210330815166,-0.5276565165630265,0.0
human_synthetic:D02:A3,D02,A3,48,1766197835172,5.047,14.899990556405564,0.41214502922831947,14.130686716399525,-0.7693038400060388,0.45915752316968483,-0.8052109615434371,40.099902080323226,-0.4696023856375914,0.0
human_synthetic:D02:A3,D02,A3,49,1766197835282,5.157,15.037732755218808,0.4178145705491852,13.673931399791515,-1.3638013554272934,0.34783383538698426,-1.0120335252972779,40.06358418799417,-0.3301626575369648,0.0
human_synthetic:D02:A3,D02,A3,50,1766197835389,5.264,15.247334812027256,0.5053641019687231,17.002904365302832,1.755569553275576,0.5441382575504844,1.834620767883179,40.00329702839325,-0.5634313981395536,0.0
human_synthetic:D02:A3,D02,A3,51,1766197835497,5.372,15.385275235696533,0.4264878175179348,14.21626058393116,-1.169014651765373,0.35478504030163593,-1.7532705300819302,39.95167733085513,-0.4779601623899528,0.0
human_synthetic:D02:A3,D02,A3,52,1766197835604,5.479,15.559192482814614,0.4309558245225707,14.499448301693969,-1.0597441811206458,0.4514985646886861,0.9038647138976651,39.896068533477326,-0.5197083867084165,0.0
human_synthetic:D02:A3,D02,A3,53,1766197835713,5.588,15.697381759590419,0.5233989472593037,17.286570735169665,1.5891889755792459,0.3521643139036797,-0.9113234016973065,39.840296085866115,-0.5116738312955823,0.0
human_synthetic:D02:A3,D02,A3,54,1766197835821,5.696,15.871541862835963,0.439154705661639,14.638490188721299,-1.2330516741146642,0.4479426523805195,0.8868364673781464,39.78749151590265,-0.4889312033653339,0.0
human_synthetic:D02:A3,D02,A3,55,1766197835931,5.806,16.010015234369238,0.5335041207554176,17.460134861086395,1.4501196267171572,0.34968023114462937,-0.893294738508092,39.717184168329375,-0.6391577052116045,0.0
human_synthetic:D02:A3,D02,A3,56,1766197836039,5.914,16.184454831002423,0.45017460625530087,15.005820208510029,-1.1786346224923943,0.44866151397424425,0.9164933595334711,39.658931688253325,-0.5393748155189774,0.0
human_synthetic:D02:A3,D02,A3,57,1766197836147,6.022,16.323245942294587,0.5433783218928364,18.112610729761215,1.7893647874666279,0.35697302287079286,-0.8489675102171426,39.58851339261831,-0.6520212558798364,0.0
human_synthetic:D02:A3,D02,A3,58,1766197836254,6.129,16.462212568177428,0.4565982889841887,15.362185423767096,-1.1000271444103316,0.36076486470103813,0.035437774114441864,39.54170985981383,-0.43741619443447777,0.0
human_synthetic:D02:A3,D02,A3,59,1766197836367,6.242,16.637140667924744,0.5531871099730659,17.62366014073484,0.9865194728100981,0.43001007804158237,0.612789498588887,39.480083581029156,-0.5453652989793999,0.0
human_synthetic:D02:A3,D02,A3,60,1766197836474,6.349,16.776471479754758,0.465354005846606,15.656770290166184,-1.1197011895885733,0.36171031108518986,-0.6383155790317057,39.414297217004005,-0.6148258320106867,0.0
human_synthetic:D02:A3,D02,A3,61,1766197836582,6.457,16.915999051765432,0.46961101523285553,15.653700507761853,-1.2622985440035794,0.35886721196160604,-0.026324991885035422,39.36332077447133,-0.472004097524611,0.0
human_synthetic:D02:A3,D02,A3,62,1766197836689,6.564,17.09148597645496,0.5688031605502598,19.13730259795267,2.0458166214977105,0.45557353242348786,0.9037973874942227,39.308625960538656,-0.5111664853521906,0.0
human_synthetic:D02:A3,D02,A3,63,1766197836797,6.672,17.231419397230663,0.47754435560224334,15.918145186741446,-1.313274210489217,0.35991106166590986,-0.8857636181257222,39.25928776505233,-0.45683514339179543,0.0
human_synthetic:D02:A3,D02,A3,64,1766197836904,6.779,17.335824302159985,0.48241502500913847,16.230785888157932,-1.1050384140020526,0.2710407708445483,-0.8305634656202014,39.214923210601924,-0.4146220042093136,0.0
human_synthetic:D02:A3,D02,A3,65,1766197837015,6.89,17.476199373421842,0.5839641397630818,18.939377505829682,1.4631781324078403,0.3512889671217627,0.7229567232181479,39.14864706078444,-0.597082430788264,0.0
human_synthetic:D02:A3,D02,A3,66,1766197837124,6.999,17.616799883813965,0.4885986000525422,16.13720146962525,-1.4795984141887146,0.3583091498270194,0.06440534591978599,39.10071692454503,-0.4397260205450948,0.0
human_synthetic:D02:A3,D02,A3,67,1766197837232,7.107,17.75763060436536,0.5912444706653986,19.708149022179956,1.950518417814596,0.3622189314593547,0.03620168178088237,39.06299973080058,-0.34923327541175947,0.0
human_synthetic:D02:A3,D02,A3,68,1766197837339,7.214,17.8629700224499,0.49514488919645555,16.659080384179813,-1.2038896382700877,0.2734668174572722,-0.829459009365257,39.03153032645591,-0.2941065826605269,0.0
human_synthetic:D02:A3,D02,A3,69,1766197837449,7.324,18.00427726099236,0.599499178724933,19.619973121906895,1.6156958609145349,0.35683646096580773,0.7579058500775958,38.99376234453409,-0.3433452901984682,0.0
human_synthetic:D02:A3,D02,A3,70,1766197837558,7.433,18.145826400754693,0.5029028437308282,16.60963520578882,-1.5361911949658733,0.36072665586730623,0.03568986148163762,38.9711802746942,-0.20717495265962457,0.0
human_synthetic:D02:A3,D02,A3,71,1766197837668,7.543,18.25190278432352,0.6083833403658545,19.910727502882512,1.6588247185589928,0.26786965547683683,-0.8441545490042673,38.95482452231365,-0.14868865800498166,0.0
human_synthetic:D02:A3,D02,A3,72,1766197837777,7.652,18.358230612506958,0.5091798227561928,16.81694827451646,-1.5412823379904985,0.2709679617314948,0.028424828024384924,38.941564818508766,-0.12164865876047144,0.0
human_synthetic:D02:A3,D02,A3,73,1766197837886,7.761,18.464810958429734,0.6153125608874045,20.322249717382167,1.8574387589524335,0.2716114829836259,0.0059038646984507295,38.92011600430036,-0.19677811200378129,0.0
human_synthetic:D02:A3,D02,A3,74,1766197837997,7.872,18.53592983496825,0.515274279018144,16.711598238426294,-1.8243315965419562,0.17797516651280892,-0.8435704186560089,38.897874129293996,-0.20037725230953346,0.0
human_synthetic:D02:A3,D02,A3,75,1766197838109,7.984,18.643017104280876,0.6199110190952303,19.925711328060974,1.2826942237800978,0.26559342587456625,0.7823058871585475,38.870565489963894,-0.2438271368759055,0.0
human_synthetic:D02:A3,D02,A3,76,1766197838218,8.093,18.714642492037576,0.5207485657578267,17.199035199341065,-1.5156072926965116,0.1825315692066747,-0.7620353822742343,38.8522834312874,-0.16772530895875848,0.0
human_synthetic:D02:A3,D02,A3,77,1766197838327,8.202,18.82223470865881,0.6259960945647827,20.675100370946954,1.852865662288142,0.27419015448836487,0.8409044521255978,38.83097931115599,-0.19545064340724713,0.0
human_synthetic:D02:A3,D02,A3,78,1766197838436,8.311,18.894361298270486,0.5245345948718166,17.3240783627389,-1.570282935531587,0.1838088420277135,-0.8291863528500125,38.81558561829033,-0.14122654005203614,0.0
human_synthetic:D02:A3,D02,A3,79,1766197838545,8.42,18.931015848697026,0.5265978627369894,17.392222989478547,-1.5387928592184785,0.09341118865071525,-0.8293362695137454,38.80639450396378,-0.08432214978477641,0.0
human_synthetic:D02:A3,D02,A3,80,1766197838654,8.529,19.039352240832596,0.6333296038121027,20.917308015812566,1.87795577497997,0.276086626237433,1.6759214457497045,38.79649314398078,-0.09083816498156186,0.0
human_synthetic:D02:A3,D02,A3,81,1766197838767,8.642,19.112210638338837,0.6371347454293506,20.298098084474887,1.18588744613605,0.17910127213923896,-0.8582774698955227,38.79,-0.05746145115731411,0.0
human_synthetic:D02:A3,D02,A3,82,1766197838875,8.75,19.221033295365537,0.5339590939097303,17.798636463657676,-1.4223968317078608,0.27989366519212794,0.9332628986378609,38.78600329073157,-0.03700656730019234,0.0
human_synthetic:D02:A3,D02,A3,83,1766197838984,8.859,19.258635931105527,0.5366437595762308,17.72401407774707,-1.5346218533584555,0.09582730820588987,-1.6886821741856703,38.7702096617249,-0.14489567896036717,0.0
human_synthetic:D02:A3,D02,A3,84,1766197839093,8.968,19.332194906983375,0.6448845682410621,21.298939868512143,1.966744961528768,0.18745916380695415,0.8406592256978375,38.7385650698299,-0.29031735683488397,0.0
human_synthetic:D02:A3,D02,A3,85,1766197839202,9.077,19.405978952653747,0.539610582076886,17.82200087593385,-1.583978076719898,0.18803273616302357,0.005262131707058884,38.710679022609,-0.2558352956046171,0.0
human_synthetic:D02:A3,D02,A3,86,1766197839314,9.189,19.51572639630318,0.6493470948921883,20.871870907248912,1.3561445109457324,0.2721910804797429,0.7514137885421367,38.67792508137414,-0.29244590388266545,0.0
human_synthetic:D02:A3,D02,A3,87,1766197839427,9.302,19.589950983106206,0.6529260810849474,20.80118488412222,1.2112339010160156,0.18245965290813376,-0.7940834298372489,38.63939855922754,-0.34094267386381716,0.0
human_synthetic:D02:A3,D02,A3,88,1766197839537,9.412,19.628632336887016,0.5447730519410213,17.828936245342515,-1.7996960915445008,0.09768018631516834,-0.7707224235724129,38.613092762455,-0.23914360702302806,0.0
human_synthetic:D02:A3,D02,A3,89,1766197839645,9.52,19.66750683208695,0.5465827134603599,18.219423782011997,-1.4480830500749526,0.09998584156362328,0.02134865970791612,38.605632288447175,-0.0690784630353181,0.0
human_synthetic:D02:A3,D02,A3,90,1766197839756,9.631,19.70656751033378,0.6572720762001142,21.316932201084786,1.6103646907510054,0.09774944506213712,-0.020147716229605043,38.61670753689866,0.0997770130763624,0.0
human_synthetic:D02:A3,D02,A3,91,1766197839865,9.74,19.745807175774097,0.5490812873003403,18.134794809919498,-1.6110123658545987,0.0999991474014162,0.020639471002560396,38.60464333641583,-0.11068073837454612,0.0
human_synthetic:D02:A3,D02,A3,92,1766197839975,9.85,19.785218402027258,0.6619017301520156,21.662238441338694,1.8770200393114358,0.09952329861909445,-0.0043258980211068184,38.57954223628436,-0.2281918193770852,0.0
human_synthetic:D02:A3,D02,A3,93,1766197840092,9.967,19.860578365276368,0.6623514573406536,20.380044841250882,0.5194664759745145,0.17891729166455592,0.6785811371406962,38.550000000000004,-0.25249774602014274,0.0
human_synthetic:D02:A3,D02,A3,94,1766197840208,10.083,19.900316658742828,0.5537912471896028,17.18662491278078,-2.7136917459620484,0.09515874872236128,-0.7220564046740916,38.54750386949159,-0.021518366451765546,0.0
human_synthetic:D02:A3,D02,A3,95,1766197840322,10.197,19.94020316458162,0.6648487618632917,20.995224058840787,1.0550208942591652,0.09718934171246287,0.017812219211417384,38.54,-0.06582341659286053,0.0
human_synthetic:D02:A3,D02,A3,96,1766197840435,10.31,19.980229592669545,0.6670269810834578,21.25041709646414,1.2701875037945953,0.09839338271367438,0.01065523009921699,38.54237407723005,0.021009533009366785,0.0
human_synthetic:D02:A3,D02,A3,97,1766197840548,10.423,20.02038746057311,0.6680376314203088,21.282614806310725,1.2622273457376139,0.09871648943845994,0.002859351546774819,38.54768257442988,0.04697785132584331,0.0
human_synthetic:D02:A3,D02,A3,98,1766197840668,10.543,20.096490723553362,0.6693578217918813,20.08073465375644,-0.01575606979692168,0.17616496060243553,0.6454039263664633,38.54542751507081,-0.018792161325601835,0.0
human_synthetic:D02:A3,D02,A3,99,1766197840779,10.654,20.172724217633522,0.5592961771423652,18.13933547488752,-2.033388742746002,0.19077450971010862,0.13161755952858642,38.56220862195715,0.1511811431200656,0.0
human_synthetic:D02:A3,D02,A3,100,1766197840897,10.772,20.213240329143748,0.6751755876332712,20.598577249828615,0.3853369206848676,0.0953769103348086,-0.808454231994068,38.5656653247644,0.029294091586913998,0.0
human_synthetic:D02:A3,D02,A3,101,1766197841012,10.887,20.218004953297346,0.6739076489101005,21.096239444142274,0.8782344908449282,0.011508753994195268,-0.7292883160053334,38.552122926986186,-0.11775998068020746,0.0
human_synthetic:D02:A3,D02,A3,102,1766197841128,11.003,20.258695223435428,0.6743454242342773,20.927961441753435,0.6692662183180076,0.09743838634598152,0.7407726926878125,38.555017202522514,0.024950651175298183,0.0
human_synthetic:D02:A3,D02,A3,103,1766197841243,11.118,20.335327365625695,0.5636032256295848,17.643231411013087,-2.6920959546126078,0.1851017927301111,0.7622904902967789,38.53390456103841,-0.1835881868183388,0.0
human_synthetic:D02:A3,D02,A3,104,1766197841359,11.234,20.37617099597296,0.6804972241392164,21.11887936983775,0.7427083738647902,0.09780562822621304,-0.7525531422749833,38.511994640629865,-0.1888786242116092,0.0
human_synthetic:D02:A3,D02,A3,105,1766197841477,11.352,20.417072475210976,0.6809443764590057,20.774574197054417,0.3575017218434411,0.0962840848352548,-0.01289443551659524,38.52,0.06784202856055098,0.0
human_synthetic:D02:A3,D02,A3,106,1766197841591,11.466,20.422130689827547,0.6814211168626183,21.518561585135313,1.0964308953077655,0.012325084348370558,-0.7364824604112653,38.51073780071371,-0.08124736216050303,0.0
human_synthetic:D02:A3,D02,A3,107,1766197841700,11.575,20.35540872578215,0.567633826981267,18.747539239748267,-1.6078694860338842,-0.1700355862522828,-1.673033675235352,38.478086668141344,-0.29955167497585894,0.0
human_synthetic:D02:A3,D02,A3,108,1766197841811,11.686,20.288661105021564,0.6785312217303764,22.006418002066262,1.7177568970446977,-0.16703608798945585,0.02702250687231481,38.467731366456015,-0.09329100617420565,0.0
human_synthetic:D02:A3,D02,A3,109,1766197841921,11.796,20.221877729199484,0.5644865463731584,18.47410515403064,-1.7477725751688453,-0.16864488843959727,-0.014625458637649252,38.45435601545933,-0.1215940999698391,0.0
human_synthetic:D02:A3,D02,A3,110,1766197842031,11.906,20.083194638097,0.6736635966938145,22.047172255433928,1.9639776173369263,-0.35020982601636774,-1.6505903416070042,38.42551060439032,-0.2622310097184378,0.0
human_synthetic:D02:A3,D02,A3,111,1766197842138,12.013,20.05222815636544,0.5582935446748846,18.783708045136304,-1.2685201112291367,-0.08039065870083714,2.521674460892809,38.41926890484454,-0.058333640614655534,0.0
human_synthetic:D02:A3,D02,A3,112,1766197842248,12.123,20.09310376756369,0.6704544761102577,21.94214649088116,1.8490427233174707,0.10322124039961719,1.669199082731403,38.45559523367188,0.33023935297571616,0.0
human_synthetic:D02:A3,D02,A3,113,1766197842358,12.233,20.06205044663572,0.5594238493932653,18.308416889234135,-1.753633557401585,-0.0784174770908308,-1.6512610680949817,38.43451413919694,-0.19164631340851718,0.0
human_synthetic:D02:A3,D02,A3,114,1766197842470,12.345,20.102854764041158,0.6696069681842898,21.523081120209312,1.420226356168154,0.10120118404126949,1.603738045822324,38.412171900802484,-0.1994842713790896,0.0
human_synthetic:D02:A3,D02,A3,115,1766197842579,12.454,20.107646477871224,0.5602980707738348,18.50525738335601,-1.602389094515214,0.012211299261120466,-0.8164209612857708,38.414582123908325,0.022112138585694625,0.0
human_synthetic:D02:A3,D02,A3,116,1766197842688,12.563,20.112369390916317,0.6711025270441097,22.164854104209127,2.0524847132928095,0.012035965966089936,-0.0016085623397296262,38.38568690624574,-0.26509374002366837,0.0
human_synthetic:D02:A3,D02,A3,117,1766197842802,12.677,20.153001386034855,0.5599711276242936,17.683298767082952,-2.469702618951903,0.09900583605881863,0.7628935973046376,38.36820723831114,-0.1533304204788995,0.0
human_synthetic:D02:A3,D02,A3,118,1766197842914,12.789,20.1215704191475,0.6723125461376828,21.61004612585409,1.4884757067065912,-0.07795378692300657,-1.5799966337662965,38.35463563898779,-0.12117499395866307,0.0
human_synthetic:D02:A3,D02,A3,119,1766197843027,12.902,20.16203318454196,0.6733316802528522,21.451274769117415,1.2892415845754535,0.09946599162847074,1.5700865358537814,38.314987790022265,-0.3508659200489329,0.0
human_synthetic:D02:A3,D02,A3,120,1766197843137,13.012,20.166393363189087,0.5615055987808731,18.37654686919221,-1.7898464939968761,0.01101055213920626,-0.8041403589933134,38.2510469568135,-0.5812803018978291,0.0
human_synthetic:D02:A3,D02,A3,121,1766197843248,13.123,20.206656358652424,0.6733154086547273,21.837256496910076,1.6306001382576518,0.10075824690524658,0.8085377906850479,38.201415199683574,-0.44713294711648705,0.0
human_synthetic:D02:A3,D02,A3,122,1766197843363,13.238,20.210782411827758,0.5632044576736495,17.63074824021859,-2.5800341716091673,0.009966312017717843,-0.7894950859785107,38.16820609440403,-0.28877482851785513,0.0
human_synthetic:D02:A3,D02,A3,123,1766197843477,13.352,20.250807396729066,0.6759268622074858,21.34505880655218,1.0942514098231158,0.09752676632871862,0.7680741606228138,38.15819853393353,-0.08778561816239074,0.0
human_synthetic:D02:A3,D02,A3,124,1766197843593,13.468,20.29070270038013,0.6763446122091061,20.9900052064895,0.699302506109369,0.09553473096519506,-0.017172718651065184,38.15361722265107,-0.039494062779867584,0.0
human_synthetic:D02:A3,D02,A3,125,1766197843709,13.584,20.258364967594975,0.677638868094285,21.030171768443324,0.7718068008483492,-0.07743709958130883,-1.4911364702284817,38.17,0.14123083921485455,0.0
human_synthetic:D02:A3,D02,A3,126,1766197843821,13.696,20.189800170775964,0.5624585989575316,18.079026395063515,-2.110773775712449,-0.17005157941222893,-0.826914998490358,38.17,0.0,0.0
human_synthetic:D02:A3,D02,A3,127,1766197843933,13.808,19.43591692314732,0.6647102758460073,21.36568743790738,1.9297705147600581,-1.8697501181265992,-15.175879809949734,38.168001399317596,-0.01784464895011289,0.0
human_synthetic:D02:A3,D02,A3,128,1766197844047,13.922,18.140644477543415,0.6267744131811044,19.792876205719086,1.6522317281756713,-3.1561219434793015,-11.283963380286862,38.15741871650087,-0.09283055102396805,0.0
human_synthetic:D02:A3,D02,A3,129,1766197844161,14.036,17.025159768410035,0.48955493925757515,15.45962966076553,-1.5655301076445038,-2.7180426635803587,3.8428007008679193,38.14299921868072,-0.12648682298370723,0.0
human_synthetic:D02:A3,D02,A3,130,1766197844272,14.147,15.620589172977612,0.5455396470825468,17.69317774321773,2.0725885702401197,-3.5149414300110737,-7.179268166042477,38.122584088024915,-0.18392009599825246,0.0
