anomaly_type,run_id,driver_id,scenario_id,n_frames,step_max_m,accel_max_abs_mps2,jerk_max_abs_mps3,yaw_rate_max_abs_deg_s,speed_recon_max_abs_kmh,cross_track_max_m
dt_outside_0.09_0.11,human_synthetic:D07:A4,D07,A4,304,0.8366698201768779,2.52285337892291,29.35379025933736,22.795751544196854,5.696062511445366,0.0
dt_outside_0.09_0.11,human_synthetic:D07:A5,D07,A5,560,0.7792386281857995,3.3927407411496118,15.38053245895873,14.069811423393963,4.741799842087172,0.0
dt_outside_0.09_0.11,human_synthetic:D07:A6,D07,A6,131,0.6884330779429162,3.5288561845469926,20.335067557978935,21.025519561160532,2.7507017425177267,0.0
dt_outside_0.09_0.11,human_synthetic:D07:A7,D07,A7,246,0.8956648736204834,2.4465374151038004,9.740567534362158,12.508106922580607,5.335922279117582,0.0
dt_outside_0.09_0.11,human_synthetic:D07:B1,D07,B1,110,1.0146256576885209,0.680614949092668,2.814993187749501,7.4180096627948995,4.667121190536516,0.0
dt_outside_0.09_0.11,human_synthetic:D07:B2,D07,B2,210,0.9998774309321489,3.6868824819274697,11.252624281621591,7.0848929036268755,5.484411243013689,0.0
dt_outside_0.09_0.11,human_synthetic:D07:B3,D07,B3,182,0.6531425665006811,3.6697862410805353,17.14436475937652,4.7936710086713035,4.184719263267194,0.0
dt_outside_0.09_0.11,human_synthetic:D07:B4,D07,B4,293,0.9481162338822607,2.182370954484746,7.000425630254159,19.106434020521927,4.446708074966441,0.0
dt_outside_0.09_0.11,human_synthetic:D07:C1,D07,C1,313,1.000911237551208,3.3770296079092135,15.21820926577915,28.309438900389818,4.974508456877764,0.0
dt_outside_0.09_0.11,human_synthetic:D07:C2,D07,C2,253,0.8351199234002796,3.4194027412562065,16.96420070340626,20.977398405244358,4.084855813622079,0.0
dt_outside_0.09_0.11,human_synthetic:D07:C3,D07,C3,373,0.5811242970953152,3.213730663003018,16.836200796376552,20.487221175386335,2.515279024395671,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A1,D08,A1,245,0.7880113356522372,1.8577891757795093,9.153194143249914,6.340287358313732,2.980167045378039,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A2,D08,A2,137,1.017833466720012,2.5932915049258147,15.154292812224709,15.477571877755892,5.330073116155372,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A3,D08,A3,419,0.951057423559227,3.685021815597568,19.992674778646425,32.58595632165895,4.766824852732817,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A4,D08,A4,304,0.8531852427034122,2.4265055995953735,29.4160354821355,21.97038067240404,5.812558370825332,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A5,D08,A5,560,0.832149061072988,3.672947011857927,16.652536733153443,14.824125883740628,4.099882847731035,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A6,D08,A6,131,0.7006047187568514,3.5907228367689386,20.394101203336398,20.738575256384756,2.7137309431417727,0.0
dt_outside_0.09_0.11,human_synthetic:D08:A7,D08,A7,246,0.8677155001953731,2.5168780966112707,10.882862998058632,11.778965564850674,5.186137442224048,0.0
dt_outside_0.09_0.11,human_synthetic:D08:B1,D08,B1,110,1.0363741461048634,0.5397800418791155,2.7739664216364788,7.342134717385071,4.6259205791705185,0.0
dt_outside_0.09_0.11,human_synthetic:D08:B2,D08,B2,210,1.0117042296419703,3.580820675299068,11.340619494915712,7.169198896161518,5.545778462746526,0.0
dt_outside_0.09_0.11,human_synthetic:D08:B3,D08,B3,182,0.5948573869811675,3.7888906639768134,17.707463150950222,4.430814823048989,4.388593987390745,0.0
dt_outside_0.09_0.11,human_synthetic:D08:B4,D08,B4,293,0.9314201229764351,2.1521301775423303,6.959385123351202,19.746694422019573,4.38318393844818,0.0
dt_outside_0.09_0.11,human_synthetic:D08:C1,D08,C1,313,1.025732207026008,3.377046587303113,15.645826301784611,28.656979984440845,5.094651100722178,0.0
dt_outside_0.09_0.11,human_synthetic:D08:C2,D08,C2,253,0.8238420938028481,3.3748007373413436,16.718650156937816,21.213431387341057,4.149055228412248,0.0
dt_outside_0.09_0.11,human_synthetic:D08:C3,D08,C3,373,0.590271220025304,3.216418157691143,16.76808598590777,22.483594442529892,2.5513225991446973,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A1,D09,A1,245,0.743357869859185,2.0212521980543454,9.97434213895258,5.973878542594933,2.8752793883329275,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A2,D09,A2,137,0.9890462485571541,2.522433693237604,14.921997164796009,16.08563829100758,5.2517095806606555,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A3,D09,A3,419,0.9816901263693748,3.7312835824777824,21.0272144615119,31.655077560961963,4.94424572695036,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A4,D09,A4,304,0.8545184642192866,2.415540465716885,29.060246380841015,21.895250901907733,5.799394420020608,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A5,D09,A5,560,0.7925099380051684,3.451559646070056,15.642064985271128,14.264363969501813,3.931560485604784,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A6,D09,A6,131,0.7131451775112274,3.5680022356115186,20.09549608261256,20.97679134955678,2.812104825618217,0.0
dt_outside_0.09_0.11,human_synthetic:D09:A7,D09,A7,246,0.8577334952744456,2.4142550490195784,10.589318901842242,12.953838535072506,5.307008111369761,0.0
dt_outside_0.09_0.11,human_synthetic:D09:B1,D09,B1,110,1.002246406174912,0.6601211671169104,2.690925827473205,7.500227522393415,4.676904563952267,0.0
dt_outside_0.09_0.11,human_synthetic:D09:B2,D09,B2,210,1.0017294674722645,3.450892939176437,11.672097447180672,7.056794220038466,5.506632233345748,0.0
dt_outside_0.09_0.11,human_synthetic:D09:B3,D09,B3,182,0.6179336441066944,3.737933270792611,17.782795091959866,4.681001478070947,4.223203653312952,0.0
dt_outside_0.09_0.11,human_synthetic:D09:B4,D09,B4,293,0.9055902365311822,2.158777126451874,6.766226250081826,20.294677984725784,4.271803578660869,0.0
dt_outside_0.09_0.11,human_synthetic:D09:C1,D09,C1,313,0.9988456255866762,3.4231599582985504,15.084192043690877,28.624298280295992,4.970729420851676,0.0
dt_outside_0.09_0.11,human_synthetic:D09:C2,D09,C2,253,0.8589279205105621,3.440171837204926,17.56112583644706,18.919773053187217,3.844555601295335,0.0
dt_outside_0.09_0.11,human_synthetic:D09:C3,D09,C3,373,0.5891226084916602,3.2412806142346056,16.938821464163333,22.639882913410837,2.548595202739012,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A1,D10,A1,245,0.7475927039216137,1.8832379261305774,9.43821177167541,6.007911122686484,2.8119756171254444,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A2,D10,A2,137,0.9814245505468256,2.272687531147008,13.753530463981914,15.336670077543458,4.922279575799433,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A3,D10,A3,419,0.9239835522556258,3.738731389358215,19.636932412973195,32.09839523738482,4.63731356503629,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A4,D10,A4,304,0.8122543068936452,2.5762070050230244,30.59665522151338,23.458016312237216,5.538257523467603,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A5,D10,A5,560,0.8149672561734587,3.5046574161065527,15.8664279491091,14.677864725238503,4.05019485469402,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A6,D10,A6,131,0.6988902411027158,3.6003583765267204,20.544335302936958,21.21001877309435,2.77725229816647,0.0
dt_outside_0.09_0.11,human_synthetic:D10:A7,D10,A7,246,0.8646831604449574,2.3266959929672137,9.719364124887834,12.920768382859675,5.307730260948908,0.0
dt_outside_0.09_0.11,human_synthetic:D10:B1,D10,B1,110,1.031000877926998,0.512740611983067,2.6657682651555703,7.374512256303726,4.569617499012747,0.0
dt_outside_0.09_0.11,human_synthetic:D10:B2,D10,B2,210,1.0053936368210972,3.6310973569837754,11.836445961704593,7.117693540356012,5.437738083016789,0.0
dt_outside_0.09_0.11,human_synthetic:D10:B3,D10,B3,182,0.6274841651861524,3.7267371406245817,17.24861127271279,4.5904454971799575,4.28144317076482,0.0
dt_outside_0.09_0.11,human_synthetic:D10:B4,D10,B4,293,0.8884742024784232,2.1988987496180616,6.947682922626591,20.095435288447746,4.19561184845222,0.0
dt_outside_0.09_0.11,human_synthetic:D10:C1,D10,C1,313,0.9682337482571929,3.2896620467296147,14.784538870812684,27.020117111913716,4.807960786115945,0.0
dt_outside_0.09_0.11,human_synthetic:D10:C2,D10,C2,253,0.8599020224925767,3.42237474868979,17.612086760066756,20.996415907324682,4.034895226920135,0.0
dt_outside_0.09_0.11,human_synthetic:D10:C3,D10,C3,373,0.5757273932751805,3.3659631813248776,17.743796051699512,17.303912003919343,2.814492066207469,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A1,D11,A1,245,0.7370906112126331,1.905676754142498,9.650774987396957,5.923512710463906,2.772915833112471,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A2,D11,A2,137,1.0032063589262221,2.5395101755031444,14.895303394994748,13.99468625119457,5.233958386061246,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A3,D11,A3,419,0.9542004922635317,3.8368687402485797,20.550781838450067,31.13841053001341,4.805681745178205,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A4,D11,A4,304,0.8104936619363622,2.599343837505841,29.63559406789985,23.353612759968968,5.516754241837184,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A5,D11,A5,560,0.7739419017995209,3.345458382298757,15.160507225500945,14.016745819611854,3.8584867409013235,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A6,D11,A6,131,0.7091531452788286,3.506308285112868,19.76671945252714,20.47451883663173,2.794185567845858,0.0
dt_outside_0.09_0.11,human_synthetic:D11:A7,D11,A7,246,0.8735587606807128,2.393406399510935,9.847288562913159,12.83073372769325,5.2463498338774315,0.0
dt_outside_0.09_0.11,human_synthetic:D11:B1,D11,B1,110,1.0257780202284916,0.7059323765712766,2.7672704589679697,7.113530358895085,4.777759677533691,0.0
dt_outside_0.09_0.11,human_synthetic:D11:B2,D11,B2,210,1.017151923328382,3.6262376118506743,12.073277442028978,6.780086579431099,5.203300516894018,0.0
dt_outside_0.09_0.11,human_synthetic:D11:B3,D11,B3,182,0.5996609656676378,3.7950895536658695,17.935158407228872,4.475937536830571,4.3052476614779955,0.0
dt_outside_0.09_0.11,human_synthetic:D11:B4,D11,B4,293,0.9378867412148983,2.1770563822286917,7.009125074722921,19.27739391057934,4.396478561821713,0.0
dt_outside_0.09_0.11,human_synthetic:D11:C1,D11,C1,313,0.9744259661595788,3.2868683327917863,14.809676442932494,27.51345250376805,4.843432982609219,0.0
dt_outside_0.09_0.11,human_synthetic:D11:C2,D11,C2,253,0.8391831784149066,3.421583628544861,17.067798886755696,20.740118086753622,4.037885924753525,0.0
dt_outside_0.09_0.11,human_synthetic:D11:C3,D11,C3,373,0.5782364476926111,3.244245349967503,17.04621826092061,20.506782210695526,2.505065662566148,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A1,D12,A1,245,0.7873322912862476,1.834938873961211,9.55400433420344,6.334579602229768,2.947998627462564,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A2,D12,A2,137,0.9880836406957824,2.320278620144072,13.973247251881508,15.13959047577317,4.974429549785771,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A3,D12,A3,419,0.9504800435786446,3.649771811287279,19.786754289249494,33.60436345140387,4.7678451549572465,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A4,D12,A4,304,0.8523273635451604,2.4038921636971824,29.832127907203834,21.909504563122958,5.8048273876655685,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A5,D12,A5,560,0.8166610015343743,3.616582301775836,16.404379155172606,14.584381327283856,4.027755652744119,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A6,D12,A6,131,0.7317358838392926,3.678340693502721,20.623660608416287,22.466624308999148,2.8473917311013714,0.0
dt_outside_0.09_0.11,human_synthetic:D12:A7,D12,A7,246,0.8660870389595084,2.415554203743363,10.286543391613913,11.850175315025592,5.096062767698907,0.0
dt_outside_0.09_0.11,human_synthetic:D12:B1,D12,B1,110,1.0196437202817181,0.6545334036394627,2.8196987199171604,7.146787895228849,4.749040492930593,0.0
dt_outside_0.09_0.11,human_synthetic:D12:B2,D12,B2,210,0.9842829073041571,3.698376346956402,11.544981556638149,6.91800006922644,5.3159835553676835,0.0
dt_outside_0.09_0.11,human_synthetic:D12:B3,D12,B3,182,0.6274696795993426,3.8447869855314725,17.964736986099382,4.721925855848417,4.310577843711231,0.0
dt_outside_0.09_0.11,human_synthetic:D12:B4,D12,B4,293,0.9161766494161252,2.1009579826278486,6.703538708109118,20.570272323298123,4.322862807043599,0.0
dt_outside_0.09_0.11,human_synthetic:D12:C1,D12,C1,313,1.0077876138319577,3.1339623718447225,15.39320556536618,27.915806921609697,5.004900231138066,0.0
dt_outside_0.09_0.11,human_synthetic:D12:C2,D12,C2,253,0.8276067910508057,3.2680338670019182,16.93778841843355,20.84981943291016,4.016075112613024,0.0
dt_outside_0.09_0.11,human_synthetic:D12:C3,D12,C3,373,0.5750434826549158,3.199583497687937,16.831201093379672,20.82109226446647,2.486595530232295,0.0
dt_outside_0.09_0.11,human_synthetic:D13:A1,D13,A1,245,0.7524720117166886,1.9584227802479115,9.308991600286648,6.047122910292601,2.8621301758363824,0.0
dt_outside_0.09_0.11,human_synthetic:D13:A2,D13,A2,137,0.9916875397357546,2.5004281456263824,14.589708381751025,14.68944922500395,5.130888122350278,0.0
